ISO Code,Country,Region,Year,Cluster,Index,Infrastructure,Affordability,Consumer Readiness,Content and Services,Network coverage,Network performance,Spectrum,Mobile data affordability,Handset affordability,Taxation,Mobile Ownership,Basic Skills,Gender Equality,Local Relevance,Online Security,2G Population Coverage,3G Population Coverage,4G Population Coverage,5G Population Coverage,Mobile download speeds,Mobile upload speeds,Mobile latencies,Spectrum assigned in bands below 1GHz,Spectrum assigned in bands between 1-3GHz,Spectrum assigned in bands between 3-6GHz,Spectrum assigned in mmWave bands,Affordability of entry basket (1GB),Affordability of higher basket (5GB),Affordability of entry basket (1GB) for poorest 40%,Affordability of higher basket (5GB) for poorest 40%,Device affordability,Device affordability for poorest 40%,Cost of taxes on mobile data,Cost of taxes on handsets,Cost of sector specific taxes on mobile data,Mobile ownership,Literacy,School Life Expectancy,Gender gap in mobile ownership,Gender gap in mobile internet,Top-Level Domains (TLDs) per person,E-Government Score,Mobile Social Media Penetration,Locally developed apps per person,Digital Language Support,Language accessibility of top ranked apps,Cybersecurity Index,Readiness Score,Sustainability Score,Potential Deployment
MKD,North Macedonia,Europe & Central Asia,2023,3,77.15,84.23,75.03,85.12,65.87,98.0,93.73,37.69,50.72,95.61,82.49,82.37,74.78,98.21,59.86,89.92,100.0,100.0,100.0,80.0,88.24,100.0,92.94,52.38,38.33,0.0,0.0,58.34,58.34,43.09,43.09,100.0,91.23,73.73,73.73,100.0,82.37,97.8,51.76,96.42,100.0,64.6,70.2,45.32,80.7,64.34,18.5,89.92,45,50,No
MKD,North Macedonia,Europe & Central Asia,2024,3,75.97,86.2,75.82,84.77,60.13,99.0,97.65,37.69,52.07,96.25,82.49,83.01,74.78,96.53,58.69,65.89,100.0,100.0,100.0,90.0,100.0,100.0,92.96,52.38,38.33,0.0,0.0,59.69,59.69,44.44,44.44,100.0,92.49,73.73,73.73,100.0,83.01,97.8,51.76,93.06,100.0,64.59,66.42,48.16,77.47,64.76,10.5,65.89,45,50,No
MLI,Mali,Sub-Saharan Africa,2021,1,39.3,55.33,32.73,44.74,29.44,85.44,40.19,25.4,18.06,29.79,67.96,40.74,22.8,70.67,34.27,10.14,100.0,97.9,90.7,0.0,14.2,24.63,81.76,23.81,45.0,0.0,0.0,32.97,17.37,18.75,3.16,37.49,22.09,73.73,30.14,100.0,40.74,35.0,10.6,62.03,79.31,53.77,35.62,9.58,63.49,19.69,14.03,10.14,70,75,Yes
MLI,Mali,Sub-Saharan Africa,2022,1,37.39,54.42,32.22,37.64,29.61,85.44,37.9,25.4,18.68,27.75,68.23,41.75,22.8,48.38,34.48,10.14,100.0,97.9,90.7,0.0,15.22,31.62,66.85,23.81,45.0,0.0,0.0,34.59,16.97,20.38,2.76,35.45,20.05,73.73,30.97,100.0,41.75,35.0,10.6,54.55,42.22,53.46,36.52,7.41,63.5,23.11,13.35,10.14,70,75,Yes
MLI,Mali,Sub-Saharan Africa,2023,1,35.97,60.51,30.66,35.94,25.12,85.96,41.85,46.95,20.53,21.81,68.62,42.88,22.8,42.13,28.86,10.14,100.0,97.9,92.0,0.0,20.48,35.34,69.73,61.9,53.33,0.0,0.0,35.43,19.84,21.22,5.62,29.52,14.11,73.73,32.13,100.0,42.88,35.0,10.6,40.07,44.19,24.54,36.52,9.09,60.94,24.97,13.01,10.14,70,75,Yes
MLI,Mali,Sub-Saharan Africa,2024,1,35.59,63.34,27.36,33.77,27.42,86.12,48.76,46.95,11.46,22.63,68.62,44.13,22.8,34.39,26.91,29.47,100.0,98.3,92.0,0.0,26.47,38.43,81.37,61.9,53.33,0.0,0.0,22.78,14.48,8.56,0.0,30.33,14.93,73.73,32.13,100.0,44.13,35.0,10.6,17.56,51.22,24.3,33.34,9.02,53.28,24.54,13.43,29.47,70,75,Yes
MLT,Malta,Europe & Central Asia,2021,3,78.4,69.19,75.24,84.34,86.06,99.25,49.15,49.14,76.16,78.49,66.93,85.84,81.91,85.27,86.66,83.65,100.0,99.3,99.0,99.3,25.9,31.99,89.57,61.9,60.63,0.0,0.0,82.26,82.26,70.06,70.06,85.1,71.88,59.84,73.73,67.21,85.84,94.5,69.31,89.9,80.65,83.29,84.84,82.48,98.11,79.5,94.96,83.65,45,50,No
MLT,Malta,Europe & Central Asia,2022,3,80.32,72.99,74.69,89.5,85.31,99.33,58.57,49.14,74.78,78.49,66.93,86.63,82.98,98.88,85.73,83.65,100.0,99.46,99.0,99.46,39.39,46.26,90.05,61.9,60.63,0.0,0.0,81.64,81.64,67.92,67.92,85.92,71.07,59.84,73.73,67.21,86.63,94.5,71.46,100.0,97.75,83.12,88.49,77.68,96.18,79.36,96.13,83.65,45,50,No
MLT,Malta,Europe & Central Asia,2023,0,82.66,82.51,76.15,89.02,83.45,99.33,82.39,49.14,76.31,80.61,66.93,86.89,82.98,97.19,83.41,83.65,100.0,99.46,99.0,99.46,76.6,79.03,91.53,61.9,60.63,0.0,0.0,83.17,83.17,69.45,69.45,88.04,73.18,59.84,73.73,67.21,86.89,94.5,71.46,96.56,97.83,83.33,88.49,66.49,95.24,80.2,95.05,83.65,90,85,Yes
MLT,Malta,Europe & Central Asia,2024,0,85.75,88.57,81.31,88.16,85.17,99.33,97.52,49.14,87.72,82.08,66.93,87.11,82.98,94.4,83.11,93.42,100.0,99.46,99.0,99.46,100.0,99.27,93.29,61.9,60.63,0.0,0.0,94.58,94.58,80.86,80.86,89.52,74.65,59.84,73.73,67.21,87.11,94.5,71.46,93.2,95.6,83.32,87.49,68.77,92.51,79.54,95.29,93.42,90,85,Yes
MMR,Myanmar,East Asia & Pacific,2021,2,52.4,56.68,55.97,63.58,37.38,81.67,43.95,32.17,48.42,41.49,100.0,73.72,67.12,49.9,37.62,36.41,96.7,90.0,90.0,0.0,16.9,48.84,66.12,33.33,51.67,0.0,0.0,70.41,38.01,58.83,26.43,47.77,35.22,100.0,100.0,100.0,73.72,89.0,45.25,53.73,46.07,15.83,28.31,38.36,51.14,58.13,21.0,36.41,60,65,No
MMR,Myanmar,East Asia & Pacific,2022,2,50.26,61.48,43.97,64.77,36.44,81.67,55.95,32.17,39.06,20.86,100.0,76.4,67.12,50.78,36.44,36.41,96.7,90.0,90.0,0.0,23.83,59.64,84.39,33.33,51.67,0.0,0.0,59.89,29.82,48.3,18.24,27.14,14.59,100.0,100.0,100.0,76.4,89.0,45.25,53.73,47.82,15.52,30.73,27.58,51.65,61.34,21.5,36.41,60,65,No
MMR,Myanmar,East Asia & Pacific,2023,2,52.02,61.95,45.41,69.3,37.55,81.92,56.87,32.17,41.02,22.5,100.0,79.34,67.12,61.43,37.83,36.41,98.43,90.1,90.1,0.0,25.79,63.4,81.41,33.33,51.67,0.0,0.0,62.29,31.34,50.71,19.75,28.78,16.23,100.0,100.0,100.0,79.34,89.0,45.25,53.73,69.13,16.28,30.73,33.43,51.73,61.62,21.5,36.41,60,65,No
MMR,Myanmar,East Asia & Pacific,2024,2,54.48,63.61,42.57,72.96,44.6,82.44,60.51,32.17,34.11,22.3,100.0,79.81,67.12,71.93,37.35,73.58,96.38,91.0,91.0,0.0,31.05,67.76,82.71,33.33,51.67,0.0,0.0,46.53,34.51,34.95,20.45,28.58,16.03,100.0,100.0,100.0,79.81,89.0,45.25,53.73,90.14,16.33,32.59,35.37,48.79,61.2,17.5,73.58,60,65,No
MNE,Montenegro,Europe & Central Asia,2021,3,69.83,65.53,63.63,82.81,68.87,88.36,51.2,48.51,60.04,61.29,75.48,85.62,82.73,80.09,72.78,53.23,99.58,98.0,98.0,0.0,21.81,41.57,90.24,61.52,59.17,0.0,0.0,72.58,61.45,58.75,47.38,69.53,53.06,63.22,63.22,100.0,85.62,98.53,66.92,96.63,63.56,100.0,54.7,80.48,78.56,54.4,46.18,53.23,45,50,No
MNE,Montenegro,Europe & Central Asia,2022,3,71.39,72.24,61.52,84.92,68.83,95.96,60.39,48.51,54.61,61.44,75.48,86.14,82.89,85.72,72.73,53.23,99.58,98.0,98.0,76.0,32.07,58.42,90.67,61.52,59.17,0.0,0.0,69.39,56.39,52.07,40.58,65.87,57.02,63.22,63.22,100.0,86.14,98.53,67.25,93.13,78.31,100.0,55.28,74.59,78.99,56.03,52.81,53.23,45,50,No
MNE,Montenegro,Europe & Central Asia,2023,3,72.8,78.41,60.29,88.3,67.31,96.66,75.11,48.51,39.44,73.53,75.48,86.58,82.32,95.99,70.83,53.23,99.58,98.0,98.0,83.0,53.71,78.93,92.68,61.52,59.17,0.0,0.0,51.17,42.74,36.14,27.71,81.68,65.39,63.22,63.22,100.0,86.58,98.53,66.1,96.63,95.35,100.0,55.28,64.11,78.04,58.55,51.64,53.23,45,50,No
MNE,Montenegro,Europe & Central Asia,2024,3,75.57,86.14,58.62,89.71,71.99,96.65,94.45,48.51,33.98,74.83,75.48,86.82,82.32,100.0,71.28,74.83,98.46,98.0,98.0,84.0,89.78,100.0,93.58,61.52,59.17,0.0,0.0,45.72,37.29,30.67,22.24,82.98,66.67,63.22,63.22,100.0,86.82,98.53,66.1,100.0,100.0,100.0,52.14,64.9,75.96,62.86,53.2,74.83,45,50,No
MNG,Mongolia,East Asia & Pacific,2021,3,63.09,63.58,52.94,84.6,55.64,82.0,34.72,84.44,57.27,27.92,94.3,73.26,80.53,100.0,63.0,26.2,100.0,95.0,85.0,0.0,10.57,26.66,66.95,96.38,83.33,75.0,0.0,70.82,56.3,58.25,43.72,34.74,21.11,100.0,82.9,100.0,73.26,98.86,62.19,100.0,100.0,47.85,57.79,83.82,83.84,70.58,0.0,26.2,45,50,No
MNG,Mongolia,East Asia & Pacific,2022,3,67.24,65.75,65.55,85.53,55.45,82.0,40.15,84.44,65.77,50.96,94.3,76.13,80.46,100.0,62.76,26.2,100.0,95.0,85.0,0.0,12.05,29.43,78.96,96.38,83.33,75.0,0.0,75.39,68.72,62.81,56.14,57.77,44.15,100.0,82.9,100.0,76.13,98.73,62.19,100.0,100.0,50.16,62.63,73.04,84.59,74.68,0.0,26.2,45,50,No
MNG,Mongolia,East Asia & Pacific,2023,3,67.04,67.01,63.15,86.43,55.23,82.0,43.31,84.44,74.14,36.58,94.3,78.82,80.46,100.0,62.49,26.2,100.0,95.0,85.0,0.0,14.63,35.03,80.26,96.38,83.33,75.0,0.0,87.0,73.86,74.42,61.28,43.39,29.76,100.0,82.9,100.0,78.82,98.73,62.19,100.0,100.0,50.05,62.63,70.75,84.95,75.37,0.0,26.2,45,50,No
MNG,Mongolia,East Asia & Pacific,2024,3,67.46,67.81,56.09,86.65,62.84,82.42,44.89,84.44,53.62,39.45,94.3,79.5,80.46,100.0,64.45,56.37,100.0,95.0,86.04,0.0,15.8,35.04,83.84,96.38,83.33,75.0,0.0,64.87,55.63,52.29,41.69,46.26,32.64,100.0,82.9,100.0,79.5,98.73,62.19,100.0,100.0,50.12,82.22,73.95,82.4,74.68,0.0,56.37,45,50,No
MOZ,Mozambique,Sub-Saharan Africa,2021,1,33.93,42.13,31.47,35.36,28.27,55.3,32.9,34.24,15.2,25.99,74.96,27.52,48.02,30.55,29.3,24.18,85.0,69.0,48.0,0.0,6.83,15.68,76.2,50.86,29.37,0.0,0.0,35.24,12.09,13.48,0.0,37.78,14.2,77.35,47.53,100.0,27.52,60.0,36.04,34.43,26.67,22.86,43.7,9.08,42.28,33.21,34.4,24.18,70,75,Yes
MOZ,Mozambique,Sub-Saharan Africa,2022,1,35.56,48.64,32.55,36.54,27.66,69.1,35.38,34.24,15.79,28.1,74.96,28.42,48.02,33.18,28.52,24.18,87.0,77.0,74.0,0.0,8.43,20.74,76.98,50.86,29.37,0.0,0.0,37.19,10.53,15.43,0.0,39.89,16.31,77.35,47.53,100.0,28.42,60.0,36.04,49.69,16.67,23.3,35.63,7.48,42.11,35.04,33.76,24.18,70,75,Yes
MOZ,Mozambique,Sub-Saharan Africa,2023,1,39.01,53.57,36.88,41.36,28.35,77.2,39.59,34.24,25.02,29.7,74.96,29.07,48.02,46.99,29.4,24.18,87.0,85.0,85.0,5.0,13.03,27.65,78.1,50.86,29.37,0.0,0.0,38.67,33.14,16.91,11.37,41.49,17.91,77.35,47.53,100.0,29.07,60.0,36.04,49.15,44.83,23.59,35.63,9.17,40.61,39.04,33.54,24.18,70,75,Yes
MOZ,Mozambique,Sub-Saharan Africa,2024,1,38.7,56.17,31.39,34.84,36.52,80.69,42.61,34.24,16.8,30.08,63.17,30.52,48.02,25.97,29.13,66.07,88.5,88.5,88.5,10.36,15.83,31.51,80.48,50.86,29.37,0.0,0.0,34.72,18.67,12.96,0.84,41.87,18.29,77.35,12.16,100.0,30.52,60.0,36.04,42.86,9.09,22.7,39.59,10.47,33.28,40.58,37.63,66.07,70,75,Yes
MRT,Mauritania,Middle East & North Africa,2021,1,34.36,42.2,30.18,42.05,26.03,64.45,28.43,25.24,22.62,25.61,54.45,57.06,38.56,30.54,27.81,18.94,96.5,74.0,63.0,0.0,5.66,8.91,70.72,32.89,29.31,0.0,0.0,34.05,24.23,21.01,11.19,32.67,18.54,73.73,6.57,83.05,57.06,59.53,17.6,58.89,2.19,36.55,9.76,21.38,48.97,5.46,43.59,18.94,70,75,Yes
MRT,Mauritania,Middle East & North Africa,2022,1,35.63,41.62,32.14,45.97,26.22,66.86,24.58,25.24,26.99,26.12,54.45,58.0,38.56,41.36,28.04,18.94,96.6,74.0,69.0,0.0,5.67,10.4,57.66,32.89,29.31,0.0,0.0,42.33,24.7,29.28,11.66,33.19,19.05,73.73,6.57,83.05,58.0,59.53,17.6,43.09,39.62,36.32,9.52,16.98,51.77,8.61,43.55,18.94,70,75,Yes
MRT,Mauritania,Middle East & North Africa,2023,1,40.17,41.98,44.56,53.97,25.79,66.87,25.46,25.24,44.11,40.43,53.73,58.98,38.56,64.38,27.5,18.94,96.7,74.0,69.0,0.0,8.23,13.39,54.77,32.89,29.31,0.0,0.0,57.3,43.97,44.26,30.93,47.5,33.37,73.73,4.42,83.05,58.98,59.53,17.6,63.37,65.38,23.17,9.52,25.13,52.12,11.47,41.7,18.94,70,75,Yes
MRT,Mauritania,Middle East & North Africa,2024,1,42.17,46.68,39.96,53.99,31.4,70.87,33.2,25.24,32.96,40.07,53.73,60.14,38.56,63.27,29.42,39.33,96.7,79.0,74.0,0.0,10.57,18.18,70.85,32.89,29.31,0.0,0.0,45.37,31.63,32.32,22.54,47.13,33.0,73.73,4.42,83.05,60.14,59.53,17.6,58.8,67.74,25.73,16.88,30.94,49.68,11.58,41.46,39.33,70,75,Yes
MUS,Mauritius,Sub-Saharan Africa,2021,3,69.41,65.5,61.82,77.1,74.36,90.6,43.67,58.95,58.62,51.01,89.86,72.79,77.06,81.43,68.73,96.89,99.0,99.0,99.0,15.0,14.85,27.62,88.54,61.9,68.33,50.0,0.0,65.89,65.89,51.36,51.36,58.87,43.14,84.78,84.78,100.0,72.79,91.3,62.83,74.91,87.95,66.14,66.41,76.16,84.36,49.01,69.56,96.89,45,50,No
MUS,Mauritius,Sub-Saharan Africa,2022,3,70.17,66.06,63.16,79.9,72.74,91.81,43.86,58.95,60.92,52.05,89.86,75.06,77.06,87.56,66.7,96.89,99.0,99.0,99.0,27.12,14.46,29.83,87.27,61.9,68.33,50.0,0.0,68.17,68.17,53.66,53.66,59.91,44.19,84.78,84.78,100.0,75.06,91.3,62.83,82.27,92.86,66.01,62.82,66.97,83.32,49.21,73.21,96.89,45,50,No
MUS,Mauritius,Sub-Saharan Africa,2023,3,71.66,70.42,64.9,80.22,71.95,96.3,50.28,58.95,63.41,53.91,89.86,76.54,77.06,87.04,65.71,96.89,99.0,99.0,99.0,72.0,22.06,41.23,87.55,61.9,68.33,50.0,0.0,70.67,70.67,56.16,56.16,61.77,46.04,84.78,84.78,100.0,76.54,91.3,62.83,89.47,84.62,66.21,62.82,63.01,82.22,50.01,71.39,96.89,45,50,No
MUS,Mauritius,Sub-Saharan Africa,2024,3,72.96,73.31,66.05,81.13,72.15,97.22,56.57,58.95,65.02,55.16,89.86,77.14,77.06,89.17,65.19,100.0,99.0,99.3,99.0,80.0,32.71,48.89,88.12,61.9,68.33,50.0,0.0,72.28,72.28,57.77,57.77,63.02,47.3,84.78,84.78,100.0,77.14,91.3,62.83,89.58,88.76,66.21,59.03,65.66,78.95,51.41,68.34,100.0,45,50,No
MWI,Malawi,Sub-Saharan Africa,2021,1,35.22,51.19,27.99,39.98,26.85,67.8,38.78,42.77,6.78,38.97,48.46,33.62,55.78,30.54,24.35,36.83,86.0,84.0,64.0,0.0,12.12,23.15,81.08,46.29,59.17,12.5,0.0,21.2,0.08,5.85,0.0,47.28,30.65,45.26,79.18,20.95,33.62,70.15,41.41,36.07,25.0,21.19,39.21,3.97,39.4,35.59,4.0,36.83,70,75,Yes
MWI,Malawi,Sub-Saharan Africa,2022,1,35.19,51.11,23.39,47.57,26.97,69.83,36.05,43.77,12.96,21.3,48.46,34.89,55.78,52.05,24.5,36.83,86.3,84.4,68.6,0.0,8.85,20.46,78.85,46.29,62.5,12.5,0.0,30.87,5.45,15.51,0.0,29.61,12.98,45.26,79.18,20.95,34.89,70.15,41.41,50.25,53.85,20.8,36.07,3.79,39.16,38.7,4.0,36.83,70,75,Yes
MWI,Malawi,Sub-Saharan Africa,2023,1,36.9,55.3,27.88,44.65,26.93,74.35,41.07,45.64,18.33,27.13,48.46,35.86,55.78,42.31,24.46,36.83,89.13,88.69,74.91,0.0,13.99,29.0,80.22,46.29,62.5,25.0,0.0,31.76,20.26,16.4,4.9,35.45,18.82,45.26,79.18,20.95,35.86,70.15,41.41,69.23,15.38,20.75,36.07,5.9,38.29,37.3,4.0,36.83,70,75,Yes
MWI,Malawi,Sub-Saharan Africa,2024,1,39.56,58.33,23.86,48.73,36.1,78.55,42.07,50.4,11.58,23.83,48.46,37.42,58.46,50.32,25.02,80.42,90.0,89.0,84.67,0.8,15.35,30.97,79.87,55.81,62.5,25.0,0.0,24.53,12.63,9.17,0.0,32.14,15.51,45.26,79.18,20.95,37.42,75.5,41.41,64.65,36.0,20.06,46.25,8.27,30.93,40.74,4.0,80.42,70,75,Yes
MYS,Malaysia,East Asia & Pacific,2021,3,71.31,65.93,61.08,82.48,77.84,85.55,55.07,48.43,65.7,49.33,75.36,75.56,73.55,98.32,72.79,98.06,96.7,95.0,94.46,1.0,25.22,52.49,87.49,42.86,90.0,0.0,0.0,81.11,67.78,63.61,50.28,58.81,39.85,77.35,100.0,48.72,75.56,95.67,51.44,96.63,100.0,61.35,80.8,89.08,84.05,53.03,72.06,98.06,45,50,No
MYS,Malaysia,East Asia & Pacific,2022,3,75.62,74.98,71.36,81.48,74.99,89.0,63.9,69.13,61.78,78.94,75.36,78.3,73.63,92.52,69.22,98.06,98.5,96.35,96.35,20.67,42.98,60.64,88.06,71.43,90.0,25.0,53.33,70.53,70.53,53.03,53.03,88.42,69.46,77.35,100.0,48.72,78.3,96.0,51.26,89.58,95.45,61.43,76.3,77.2,82.54,52.92,67.68,98.06,45,50,No
MYS,Malaysia,East Asia & Pacific,2023,0,78.39,90.6,68.9,79.84,75.78,95.24,96.68,69.13,61.15,73.43,75.36,81.32,73.63,84.58,70.21,98.06,98.6,96.7,96.7,80.21,100.0,100.0,90.05,71.43,90.0,25.0,53.33,69.9,69.9,52.4,52.4,82.91,63.95,77.35,100.0,48.72,81.32,96.0,51.26,82.64,86.52,61.42,76.3,82.18,81.46,53.67,68.35,98.06,90,85,Yes
MYS,Malaysia,East Asia & Pacific,2024,0,81.49,93.19,75.29,83.79,75.02,96.02,96.93,80.02,76.34,74.19,75.36,81.76,73.63,95.97,69.07,98.82,98.6,97.4,97.4,82.4,100.0,100.0,90.79,85.71,90.0,50.0,53.33,94.33,71.46,76.83,62.75,83.67,64.71,77.35,100.0,48.72,81.76,96.0,51.26,96.49,95.45,61.43,72.8,71.44,77.21,65.94,65.86,98.82,90,85,Yes
NAM,Namibia,Sub-Saharan Africa,2021,2,47.38,53.47,44.81,67.23,31.3,70.4,46.13,34.27,26.21,40.88,89.86,52.57,67.34,81.77,36.25,11.47,100.0,87.0,64.0,0.0,13.68,40.98,83.73,33.33,58.67,0.0,0.0,45.91,36.08,16.34,6.52,56.9,24.87,84.78,84.78,100.0,52.57,91.5,43.17,83.54,80.0,58.81,47.76,32.83,12.1,21.47,64.34,11.47,60,65,No
NAM,Namibia,Sub-Saharan Africa,2022,2,48.81,55.65,48.34,69.19,30.49,74.4,47.58,34.27,33.31,42.61,89.86,53.4,67.34,86.83,35.25,11.47,100.0,90.0,71.0,0.0,15.54,44.68,82.54,33.33,58.67,0.0,0.0,48.95,47.22,19.39,17.67,58.62,26.6,84.78,84.78,100.0,53.4,91.5,43.17,95.88,77.78,58.91,43.16,27.92,15.21,25.28,54.69,11.47,60,65,No
NAM,Namibia,Sub-Saharan Africa,2023,2,52.89,66.05,53.67,71.8,30.74,80.0,48.47,73.29,45.71,43.55,89.86,54.24,67.34,93.83,35.56,11.47,100.0,93.0,82.0,0.0,18.18,45.0,82.23,90.48,83.0,21.0,0.0,64.39,56.59,34.83,27.03,59.56,27.54,84.78,84.78,100.0,54.24,91.5,43.17,87.65,100.0,58.82,43.16,26.46,15.82,26.14,57.95,11.47,60,65,No
NAM,Namibia,Sub-Saharan Africa,2024,2,55.88,67.99,52.89,72.27,37.51,82.6,50.74,73.29,42.61,44.68,89.86,55.57,67.34,93.9,37.65,36.92,100.0,95.0,86.5,0.0,21.28,49.8,81.13,90.48,83.0,21.0,0.0,63.59,50.03,34.03,22.79,60.69,28.67,84.78,84.78,100.0,55.57,91.5,43.17,87.8,100.0,58.27,49.96,28.18,13.74,27.6,70.97,36.92,60,65,No
NER,Niger,Sub-Saharan Africa,2021,1,22.57,32.88,18.04,17.62,24.83,48.31,19.41,28.95,11.54,8.14,50.86,29.33,23.3,0.23,28.19,11.38,92.0,66.68,31.1,0.0,5.13,8.02,45.07,38.1,33.0,0.0,0.0,25.36,7.74,13.06,0.0,14.8,1.48,59.84,17.34,75.41,29.33,34.97,11.63,0.46,0.0,32.67,34.23,2.46,37.78,45.81,10.21,11.38,70,75,Yes
NER,Niger,Sub-Saharan Africa,2022,1,24.08,35.34,21.15,18.91,23.77,52.07,21.8,28.95,13.18,14.31,50.78,30.0,23.62,3.13,26.87,11.38,92.0,72.18,35.0,0.0,5.28,9.98,50.15,38.1,33.0,0.0,0.0,27.54,9.92,15.24,0.0,20.97,7.65,59.84,17.1,75.41,30.0,35.61,11.63,6.25,0.0,32.16,39.04,1.73,33.66,42.39,9.75,11.38,70,75,Yes
NER,Niger,Sub-Saharan Africa,2023,1,29.44,35.73,22.23,39.85,23.73,56.4,17.95,29.95,15.28,14.91,50.78,30.76,23.62,65.17,26.82,11.38,92.0,78.0,40.0,0.0,6.15,13.48,34.21,38.1,36.33,0.0,0.0,28.1,14.77,15.8,2.47,21.57,8.24,59.84,17.09,75.41,30.76,35.61,11.63,30.35,100.0,31.74,39.04,2.2,32.23,43.67,9.49,11.38,70,75,Yes
NER,Niger,Sub-Saharan Africa,2024,1,27.19,42.6,22.78,19.38,29.07,60.32,31.2,29.95,13.95,17.62,50.78,32.13,23.62,2.38,25.87,41.86,92.0,84.85,42.96,0.0,9.62,17.62,66.35,38.1,36.33,0.0,0.0,26.27,13.37,13.97,2.19,24.28,10.96,59.84,17.09,75.41,32.13,35.61,11.63,0.0,4.76,30.58,30.84,2.32,27.15,48.8,10.21,41.86,70,75,Yes
NGA,Nigeria,Sub-Saharan Africa,2021,2,53.39,54.88,58.63,51.28,49.25,70.16,33.55,66.98,44.74,56.57,90.54,49.13,48.21,56.49,40.38,84.76,90.8,82.4,70.3,0.0,10.16,18.15,72.33,80.95,63.33,50.0,0.0,60.86,43.24,46.24,28.62,64.49,48.65,100.0,71.63,100.0,49.13,63.16,33.26,84.86,28.13,34.75,52.13,15.07,57.91,41.59,53.0,84.76,60,65,No
NGA,Nigeria,Sub-Saharan Africa,2022,2,54.73,59.42,60.36,50.54,49.49,74.32,35.88,76.73,46.82,58.82,90.54,50.31,48.87,52.45,40.67,84.76,92.0,83.0,79.0,3.2,10.99,21.45,75.2,80.95,83.33,75.0,0.0,62.94,45.32,48.32,30.69,66.74,50.9,100.0,71.63,100.0,50.31,63.16,34.58,81.71,23.18,34.74,52.5,14.26,59.17,42.42,53.0,84.76,60,65,No
NGA,Nigeria,Sub-Saharan Africa,2023,2,52.84,62.32,48.24,52.02,49.83,77.63,39.81,76.73,42.7,32.49,90.84,51.65,48.87,55.54,41.1,84.76,93.0,86.0,82.0,11.3,17.6,27.87,73.97,80.95,83.33,75.0,0.0,58.82,41.2,44.2,26.57,40.41,24.57,100.0,72.51,100.0,51.65,63.16,34.58,84.31,26.76,35.38,52.5,16.12,58.11,43.13,53.0,84.76,60,65,No
NGA,Nigeria,Sub-Saharan Africa,2024,2,51.62,65.66,40.17,55.05,48.92,80.03,45.74,76.73,36.79,18.18,90.9,52.66,48.87,63.62,40.54,82.4,94.14,89.0,84.0,14.2,24.02,36.36,76.85,80.95,83.33,75.0,0.0,55.03,37.36,40.41,14.34,26.1,10.26,100.0,72.7,100.0,52.66,63.16,34.58,92.51,34.73,35.7,53.72,16.55,52.13,44.99,53.0,82.4,60,65,No
NIC,Nicaragua,Latin America & Caribbean,2021,2,51.96,52.62,34.51,73.85,54.34,71.3,39.27,41.95,21.45,32.29,65.07,58.36,65.73,97.47,65.68,9.0,92.0,92.0,63.25,0.0,10.64,24.49,82.67,61.9,36.67,0.0,0.0,34.77,27.91,14.99,8.13,43.0,21.57,84.78,10.42,100.0,58.36,82.6,48.85,94.95,100.0,47.9,51.4,54.42,60.74,95.62,88.0,9.0,60,65,No
NIC,Nicaragua,Latin America & Caribbean,2022,2,53.56,55.96,36.41,75.3,53.66,78.66,40.26,41.95,26.74,31.56,65.43,60.17,65.73,100.0,64.83,9.0,94.91,94.91,78.0,0.0,11.57,25.48,83.73,61.9,36.67,0.0,0.0,36.63,36.63,16.85,16.85,42.28,20.85,84.78,11.51,100.0,60.17,82.6,48.85,100.0,100.0,47.67,48.09,49.3,61.52,96.1,91.0,9.0,60,65,No
NIC,Nicaragua,Latin America & Caribbean,2023,2,54.69,56.19,39.68,73.91,54.29,78.66,40.84,41.95,29.35,37.38,64.93,61.86,65.73,94.14,65.61,9.0,94.91,94.91,78.0,0.0,12.71,27.98,81.83,61.9,36.67,0.0,0.0,39.24,39.24,19.46,19.46,48.09,26.66,84.78,10.02,100.0,61.86,82.6,48.85,91.23,97.06,47.48,48.09,52.15,59.87,100.0,89.0,9.0,60,65,No
NIC,Nicaragua,Latin America & Caribbean,2024,2,54.46,55.84,36.96,76.37,55.82,77.22,41.41,41.95,20.69,39.24,64.93,63.39,65.73,100.0,64.63,20.55,79.37,94.76,78.45,0.0,14.51,28.13,81.58,61.9,36.67,0.0,0.0,34.19,28.69,14.41,5.48,49.95,28.52,84.78,10.02,100.0,63.39,82.6,48.85,100.0,100.0,46.81,44.93,54.24,55.37,100.0,88.57,20.55,60,65,No
NLD,Netherlands,Europe & Central Asia,2021,0,88.1,88.27,83.89,88.84,91.56,98.23,86.83,71.22,84.16,87.83,75.48,89.64,93.53,83.34,90.19,97.05,100.0,100.0,100.0,82.3,85.25,84.72,90.52,90.48,86.62,0.0,0.0,92.85,85.29,83.03,75.46,93.15,82.51,63.22,63.22,100.0,89.64,98.0,89.05,79.59,87.1,92.54,90.43,86.13,100.0,78.09,97.92,97.05,90,85,Yes
